10;5,872006416320801e-06
50;7,902321815490722e-06
100;8,31735610961914e-06
500;1,0902709960937499e-05
1000;1,125213623046875e-05
5000;1,5353059768676757e-05
10000;1,6459221839904783e-05
50000;2,0709886550903322e-05
100000;2,3330583572387698e-05
500000;2,7396416664123532e-05
1000000;3,1653146743774416e-05
